student_id,subject_id,tutor_id,stamp
170,71,672,2024-11-28 18:00:00
170,71,249,2024-12-08 13:00:00
170,71,411,2024-11-26 14:00:00
170,71,541,2024-12-02 18:00:00
170,71,402,2024-11-29 16:00:00
170,71,462,2024-11-27 15:00:00
170,71,783,2024-11-26 15:00:00
170,71,972,2024-11-26 13:00:00
170,71,837,2024-12-02 18:00:00
170,71,372,2024-12-03 14:00:00
170,71,712,2024-12-04 17:00:00
170,71,978,2024-11-29 18:00:00
170,71,659,2024-12-04 14:00:00
170,71,518,2024-11-25 16:00:00
170,71,212,2024-11-26 14:00:00
170,71,828,2024-12-07 14:00:00
170,71,563,2024-11-28 16:00:00
170,71,880,2024-11-28 15:00:00
170,71,837,2024-11-28 15:00:00
170,71,660,2024-12-03 13:00:00
170,71,642,2024-12-03 17:00:00
170,71,898,2024-12-07 18:00:00
170,71,708,2024-11-29 15:00:00
170,71,692,2024-12-01 15:00:00
170,71,432,2024-11-25 18:00:00
170,71,492,2024-11-29 17:00:00
171,71,917,2024-12-14 15:00:00
171,71,487,2024-12-10 15:00:00
171,71,495,2024-12-16 16:00:00
176,58,777,2024-11-20 17:00:00
176,58,764,2024-11-23 15:00:00
176,58,195,2024-11-28 16:00:00
176,58,791,2024-11-22 16:00:00
176,58,689,2024-11-22 16:00:00
176,58,673,2024-11-30 18:00:00
176,58,444,2024-12-01 17:00:00
176,58,286,2024-11-29 18:00:00
176,58,387,2024-11-27 15:00:00
176,58,561,2024-11-27 15:00:00
176,58,320,2024-11-21 14:00:00
176,58,317,2024-11-25 17:00:00
176,58,413,2024-11-20 17:00:00
176,58,923,2024-11-23 18:00:00
176,58,458,2024-11-30 14:00:00
176,58,265,2024-12-01 13:00:00
185,71,492,2024-10-27 17:00:00
185,71,875,2024-10-20 16:00:00
185,71,758,2024-10-30 13:00:00
185,71,467,2024-11-01 18:00:00
185,71,721,2024-10-29 18:00:00
185,71,365,2024-10-31 15:00:00
185,71,697,2024-10-24 13:00:00
185,71,928,2024-10-20 15:00:00
185,71,731,2024-10-21 14:00:00
185,71,990,2024-10-22 17:00:00
185,71,974,2024-10-21 14:00:00
185,71,743,2024-11-01 16:00:00
185,71,588,2024-10-21 15:00:00
185,71,622,2024-10-22 15:00:00
185,71,424,2024-10-22 15:00:00
185,71,847,2024-10-26 16:00:00
185,71,331,2024-10-22 14:00:00
185,71,523,2024-10-30 15:00:00
185,71,902,2024-11-01 16:00:00
185,71,428,2024-10-29 14:00:00
185,71,959,2024-10-24 16:00:00
185,71,559,2024-10-29 18:00:00
185,71,199,2024-10-30 18:00:00
186,59,956,2024-10-10 14:00:00
186,59,530,2024-10-15 18:00:00
186,59,709,2024-10-18 14:00:00
186,59,691,2024-10-17 17:00:00
186,59,891,2024-10-21 13:00:00
186,59,704,2024-10-17 18:00:00
186,59,917,2024-10-09 16:00:00
186,59,663,2024-10-12 14:00:00
186,59,340,2024-10-10 16:00:00
186,59,432,2024-10-19 14:00:00
186,59,345,2024-10-20 14:00:00
186,59,866,2024-10-15 18:00:00
186,59,393,2024-10-13 18:00:00
186,59,781,2024-10-11 13:00:00
186,59,649,2024-10-15 15:00:00
186,59,665,2024-10-13 16:00:00
186,59,704,2024-10-12 18:00:00
186,59,800,2024-10-15 15:00:00
186,59,343,2024-10-18 17:00:00
186,59,958,2024-10-18 18:00:00
186,59,446,2024-10-16 16:00:00
186,59,735,2024-10-22 13:00:00
188,71,999,2024-10-23 13:00:00
190,35,845,2024-10-23 18:00:00
190,35,988,2024-10-22 14:00:00
190,35,461,2024-10-12 17:00:00
190,35,349,2024-10-22 18:00:00
190,35,864,2024-10-13 13:00:00
190,35,981,2024-10-16 13:00:00
190,35,457,2024-10-17 16:00:00
192,58,894,2024-10-01 17:00:00
192,58,748,2024-10-09 14:00:00
192,58,256,2024-10-03 13:00:00
192,58,626,2024-10-05 13:00:00
192,58,677,2024-10-14 13:00:00
192,58,875,2024-10-07 17:00:00
192,58,999,2024-10-07 14:00:00
192,58,531,2024-10-01 14:00:00
192,58,864,2024-10-09 17:00:00
198,59,405,2024-09-16 16:00:00
198,59,625,2024-09-04 14:00:00
198,59,644,2024-09-16 18:00:00
198,59,439,2024-09-16 18:00:00
198,59,804,2024-09-10 14:00:00
198,59,438,2024-09-07 15:00:00
198,59,776,2024-09-12 16:00:00
198,59,616,2024-09-06 14:00:00
200,34,386,2024-09-19 13:00:00
200,34,216,2024-09-20 18:00:00
200,34,536,2024-09-16 15:00:00
200,34,985,2024-09-13 18:00:00
200,34,868,2024-09-08 16:00:00
200,34,941,2024-09-16 16:00:00
200,34,794,2024-09-18 18:00:00
204,59,899,2024-10-21 13:00:00
204,59,621,2024-10-22 15:00:00
204,59,759,2024-10-25 13:00:00
204,59,529,2024-10-18 15:00:00
204,59,406,2024-10-21 14:00:00
204,59,987,2024-10-28 14:00:00
204,59,468,2024-10-27 18:00:00
204,59,732,2024-10-21 18:00:00
204,59,788,2024-10-29 16:00:00
204,59,650,2024-10-22 17:00:00
204,59,628,2024-10-20 15:00:00
204,59,193,2024-10-24 17:00:00
204,59,457,2024-10-23 14:00:00
204,59,645,2024-10-29 18:00:00
204,59,823,2024-10-20 16:00:00
206,35,680,2024-09-11 13:00:00
206,35,279,2024-09-23 13:00:00
206,35,939,2024-09-22 18:00:00
206,35,683,2024-09-12 13:00:00
206,35,701,2024-09-17 14:00:00
206,35,610,2024-09-11 16:00:00
206,35,663,2024-09-14 16:00:00
206,35,520,2024-09-21 17:00:00
206,35,296,2024-09-15 15:00:00
206,35,670,2024-09-20 13:00:00
206,35,560,2024-09-20 17:00:00
206,35,924,2024-09-20 16:00:00
206,35,292,2024-09-18 13:00:00
206,35,329,2024-09-24 13:00:00
206,35,247,2024-09-15 18:00:00
206,35,753,2024-09-16 17:00:00
206,35,952,2024-09-11 16:00:00
206,35,415,2024-09-24 15:00:00
206,35,776,2024-09-14 15:00:00
206,35,603,2024-09-12 14:00:00
206,35,774,2024-09-20 13:00:00
206,35,224,2024-09-18 15:00:00
206,35,983,2024-09-23 18:00:00
206,35,238,2024-09-17 13:00:00
206,35,948,2024-09-17 14:00:00
208,34,572,2024-09-11 14:00:00
208,34,534,2024-09-13 16:00:00
208,34,265,2024-09-16 15:00:00
208,34,581,2024-09-12 13:00:00
208,34,720,2024-09-19 18:00:00
208,34,691,2024-09-22 15:00:00
208,34,276,2024-09-15 17:00:00
208,34,408,2024-09-13 16:00:00
208,34,886,2024-09-12 13:00:00
208,34,690,2024-09-17 18:00:00
208,34,961,2024-09-21 15:00:00
208,34,301,2024-09-22 18:00:00
208,34,418,2024-09-20 16:00:00
208,34,614,2024-09-11 17:00:00
208,34,742,2024-09-13 16:00:00
208,34,337,2024-09-18 17:00:00
208,34,829,2024-09-18 15:00:00
208,34,764,2024-09-23 14:00:00
208,34,546,2024-09-21 14:00:00
208,34,933,2024-09-12 13:00:00
208,34,545,2024-09-22 16:00:00
208,34,870,2024-09-24 15:00:00
208,34,1000,2024-09-18 17:00:00
208,34,703,2024-09-22 16:00:00
208,34,776,2024-09-13 13:00:00
208,34,582,2024-09-16 17:00:00
208,34,470,2024-09-13 18:00:00
208,34,590,2024-09-21 14:00:00
208,34,626,2024-09-20 15:00:00
208,34,301,2024-09-22 16:00:00
208,34,462,2024-09-12 14:00:00
208,34,450,2024-09-21 15:00:00
208,34,555,2024-09-15 17:00:00
208,34,892,2024-09-16 18:00:00
208,34,804,2024-09-12 14:00:00
208,34,469,2024-09-11 18:00:00
208,34,902,2024-09-24 13:00:00
208,34,218,2024-09-21 13:00:00
208,34,789,2024-09-17 18:00:00
208,34,855,2024-09-23 18:00:00
208,34,335,2024-09-21 15:00:00
208,34,236,2024-09-19 13:00:00
208,34,793,2024-09-14 18:00:00
208,34,951,2024-09-17 15:00:00
208,34,750,2024-09-24 18:00:00
208,34,368,2024-09-16 16:00:00
208,34,245,2024-09-17 14:00:00
208,34,831,2024-09-19 15:00:00
208,34,878,2024-09-18 16:00:00
208,34,764,2024-09-19 14:00:00
208,34,866,2024-09-17 18:00:00
208,34,305,2024-09-15 13:00:00
208,34,534,2024-09-15 13:00:00
208,34,373,2024-09-21 13:00:00
208,34,525,2024-09-13 13:00:00
208,34,246,2024-09-24 13:00:00
208,34,400,2024-09-14 13:00:00
208,34,278,2024-09-22 18:00:00
208,34,774,2024-09-20 14:00:00
208,34,992,2024-09-19 17:00:00
208,34,475,2024-09-19 13:00:00
208,34,229,2024-09-18 14:00:00
208,34,558,2024-09-14 15:00:00
208,34,697,2024-09-16 15:00:00
208,34,670,2024-09-20 17:00:00
208,34,382,2024-09-18 16:00:00
208,34,273,2024-09-11 18:00:00
208,34,583,2024-09-22 13:00:00
208,34,844,2024-09-19 16:00:00
208,34,868,2024-09-15 18:00:00
208,34,995,2024-09-24 17:00:00
208,34,438,2024-09-23 18:00:00
208,34,703,2024-09-24 13:00:00
208,34,448,2024-09-23 14:00:00
208,34,778,2024-09-24 13:00:00
208,34,547,2024-09-22 14:00:00
208,34,668,2024-09-14 14:00:00
208,34,977,2024-09-11 18:00:00
208,34,358,2024-09-21 17:00:00
212,71,384,2024-10-27 16:00:00
212,71,587,2024-11-04 17:00:00
212,71,331,2024-10-28 13:00:00
212,71,715,2024-10-30 15:00:00
212,71,303,2024-10-28 18:00:00
212,71,540,2024-10-27 15:00:00
212,71,724,2024-11-03 18:00:00
212,71,815,2024-11-02 14:00:00
215,71,669,2024-09-11 18:00:00
215,71,852,2024-09-13 18:00:00
215,71,422,2024-09-16 15:00:00
215,71,748,2024-09-05 17:00:00
215,71,743,2024-09-05 18:00:00
215,71,940,2024-09-17 16:00:00
215,71,389,2024-09-16 14:00:00
215,71,933,2024-09-15 15:00:00
215,71,627,2024-09-15 15:00:00
215,71,501,2024-09-14 17:00:00
215,71,541,2024-09-17 18:00:00
215,71,750,2024-09-10 13:00:00
215,71,820,2024-09-04 15:00:00
215,71,886,2024-09-17 13:00:00
215,71,921,2024-09-15 15:00:00
215,71,999,2024-09-10 17:00:00
215,71,857,2024-09-15 17:00:00
215,71,293,2024-09-09 13:00:00
215,71,262,2024-09-17 15:00:00
215,71,349,2024-09-10 14:00:00
215,71,273,2024-09-09 14:00:00
215,71,300,2024-09-16 17:00:00
216,34,420,2024-07-17 14:00:00
217,34,653,2024-08-24 17:00:00
217,34,609,2024-08-18 15:00:00
217,34,564,2024-08-17 15:00:00
217,34,666,2024-08-26 15:00:00
217,34,595,2024-08-17 15:00:00
217,34,696,2024-08-18 13:00:00
217,34,967,2024-08-17 16:00:00
217,34,709,2024-08-22 14:00:00
217,34,442,2024-08-22 15:00:00
217,34,818,2024-08-19 16:00:00
217,34,418,2024-08-23 15:00:00
217,34,966,2024-08-23 15:00:00
217,34,920,2024-08-24 15:00:00
217,34,500,2024-08-18 18:00:00
217,34,604,2024-08-20 15:00:00
217,34,275,2024-08-16 14:00:00
217,34,634,2024-08-25 16:00:00
217,34,912,2024-08-18 17:00:00
217,34,456,2024-08-19 17:00:00
217,34,260,2024-08-22 18:00:00
217,34,279,2024-08-25 14:00:00
220,59,959,2024-07-26 15:00:00
220,59,709,2024-07-28 13:00:00
220,59,761,2024-07-31 13:00:00
220,59,953,2024-07-20 16:00:00
220,59,865,2024-07-20 18:00:00
220,59,856,2024-07-19 13:00:00
220,59,440,2024-07-27 17:00:00
220,59,469,2024-07-27 18:00:00
220,59,482,2024-07-27 16:00:00
220,59,604,2024-07-20 17:00:00
220,59,924,2024-07-19 18:00:00
225,59,406,2024-06-28 14:00:00
225,59,298,2024-06-18 16:00:00
225,59,873,2024-06-24 17:00:00
225,59,352,2024-06-25 13:00:00
225,59,559,2024-06-19 17:00:00
225,59,315,2024-06-17 13:00:00
225,59,788,2024-06-15 13:00:00
225,59,310,2024-06-21 13:00:00
225,59,564,2024-06-15 16:00:00
226,35,835,2024-10-17 17:00:00
226,35,511,2024-10-27 16:00:00
226,35,480,2024-10-27 13:00:00
226,35,477,2024-10-18 15:00:00
226,35,761,2024-10-17 16:00:00
226,35,681,2024-10-18 16:00:00
226,35,664,2024-10-22 17:00:00
226,35,283,2024-10-26 16:00:00
226,35,884,2024-10-19 16:00:00
226,35,837,2024-10-24 14:00:00
226,35,399,2024-10-22 17:00:00
226,35,544,2024-10-16 14:00:00
226,35,645,2024-10-17 13:00:00
226,35,927,2024-10-20 17:00:00
226,35,811,2024-10-22 17:00:00
226,35,788,2024-10-16 13:00:00
226,35,593,2024-10-18 17:00:00
226,35,472,2024-10-29 18:00:00
226,35,976,2024-10-24 17:00:00
226,35,951,2024-10-25 18:00:00
226,35,265,2024-10-26 13:00:00
228,12,861,2024-06-16 17:00:00
228,12,344,2024-06-15 15:00:00
228,12,423,2024-06-14 16:00:00
228,12,879,2024-06-11 16:00:00
228,12,442,2024-06-08 17:00:00
228,12,954,2024-06-21 13:00:00
228,12,661,2024-06-13 15:00:00
228,12,386,2024-06-14 16:00:00
228,12,939,2024-06-08 13:00:00
228,12,267,2024-06-20 16:00:00
228,12,465,2024-06-08 13:00:00
228,12,920,2024-06-21 16:00:00
228,12,687,2024-06-14 15:00:00
228,12,394,2024-06-19 18:00:00
228,12,610,2024-06-12 18:00:00
228,12,732,2024-06-11 15:00:00
228,12,734,2024-06-09 15:00:00
228,12,595,2024-06-09 14:00:00
228,12,528,2024-06-18 17:00:00
228,12,595,2024-06-11 15:00:00
228,12,783,2024-06-16 16:00:00
228,12,253,2024-06-11 15:00:00
228,12,508,2024-06-18 18:00:00
228,12,235,2024-06-11 14:00:00
228,12,967,2024-06-11 16:00:00
228,12,628,2024-06-19 14:00:00
228,12,688,2024-06-19 16:00:00
228,12,926,2024-06-10 16:00:00
228,12,907,2024-06-15 18:00:00
228,12,562,2024-06-20 14:00:00
228,12,970,2024-06-13 13:00:00
228,12,239,2024-06-09 17:00:00
228,12,870,2024-06-20 16:00:00
228,12,963,2024-06-21 13:00:00
228,12,930,2024-06-20 17:00:00
228,12,338,2024-06-17 17:00:00
228,12,962,2024-06-20 13:00:00
228,12,652,2024-06-21 17:00:00
228,12,276,2024-06-19 14:00:00
229,49,316,2024-06-14 18:00:00
229,49,300,2024-06-16 13:00:00
229,49,802,2024-06-06 13:00:00
229,49,854,2024-06-10 13:00:00
229,49,540,2024-06-16 13:00:00
229,49,295,2024-06-07 18:00:00
229,49,407,2024-06-04 15:00:00
229,49,420,2024-06-14 17:00:00
229,49,929,2024-06-15 16:00:00
229,49,530,2024-06-12 17:00:00
229,49,666,2024-06-15 14:00:00
229,49,576,2024-06-13 17:00:00
229,49,393,2024-06-05 18:00:00
229,49,924,2024-06-15 14:00:00
229,49,271,2024-06-05 15:00:00
230,34,412,2024-09-11 13:00:00
230,34,592,2024-09-01 17:00:00
230,34,233,2024-08-31 13:00:00
231,59,715,2024-06-26 16:00:00
231,59,939,2024-06-16 17:00:00
231,59,849,2024-06-24 15:00:00
231,59,420,2024-06-19 14:00:00
232,35,670,2024-06-09 17:00:00
232,35,295,2024-06-09 16:00:00
232,35,384,2024-06-08 17:00:00
232,35,603,2024-06-09 18:00:00
232,35,441,2024-06-14 16:00:00
232,35,559,2024-06-14 16:00:00
232,35,629,2024-06-12 15:00:00
232,35,506,2024-06-04 13:00:00
232,35,424,2024-06-14 15:00:00
232,35,397,2024-06-13 14:00:00
232,35,731,2024-06-03 14:00:00
232,35,806,2024-06-01 17:00:00
233,60,396,2024-06-03 15:00:00
233,60,816,2024-05-29 15:00:00
234,48,883,2024-06-01 14:00:00
234,48,734,2024-05-23 17:00:00
234,48,918,2024-05-29 14:00:00
234,48,469,2024-05-20 15:00:00
234,48,826,2024-06-01 14:00:00
234,48,398,2024-05-23 15:00:00
234,48,881,2024-05-25 13:00:00
234,48,773,2024-05-28 13:00:00
234,48,529,2024-05-31 13:00:00
234,48,288,2024-05-29 18:00:00
234,48,792,2024-05-31 16:00:00
234,48,850,2024-05-26 14:00:00
234,48,518,2024-05-28 17:00:00
234,48,699,2024-05-30 18:00:00
234,48,587,2024-06-01 18:00:00
234,48,344,2024-05-21 13:00:00
234,48,676,2024-05-25 16:00:00
234,48,475,2024-05-24 18:00:00
234,48,890,2024-05-24 14:00:00
234,48,626,2024-05-22 13:00:00
234,48,250,2024-06-02 15:00:00
234,48,397,2024-05-24 14:00:00
234,48,444,2024-06-02 13:00:00
234,48,778,2024-05-26 15:00:00
234,48,759,2024-05-29 16:00:00
235,72,414,2024-06-03 13:00:00
236,71,602,2024-05-27 15:00:00
236,71,652,2024-05-28 15:00:00
236,71,792,2024-06-05 17:00:00
236,71,978,2024-06-01 13:00:00
236,71,745,2024-05-25 13:00:00
236,71,237,2024-05-27 13:00:00
236,71,928,2024-05-26 16:00:00
236,71,482,2024-05-26 16:00:00
236,71,530,2024-06-03 15:00:00
236,71,852,2024-05-29 16:00:00
236,71,453,2024-06-03 16:00:00
236,71,869,2024-05-25 14:00:00
236,71,480,2024-05-24 17:00:00
236,71,959,2024-06-04 14:00:00
236,71,281,2024-06-01 18:00:00
236,71,900,2024-06-05 14:00:00
236,71,604,2024-05-30 14:00:00
236,71,673,2024-06-04 17:00:00
236,71,621,2024-06-01 18:00:00
236,71,249,2024-05-24 14:00:00
236,71,663,2024-06-05 17:00:00
236,71,410,2024-06-01 17:00:00
236,71,297,2024-05-27 13:00:00
236,71,589,2024-05-30 13:00:00
236,71,434,2024-06-01 15:00:00
236,71,550,2024-05-25 13:00:00
236,71,848,2024-05-30 18:00:00
236,71,915,2024-05-28 18:00:00
236,71,842,2024-06-05 15:00:00
236,71,963,2024-05-31 14:00:00
236,71,256,2024-05-24 16:00:00
236,71,398,2024-06-05 15:00:00
236,71,892,2024-05-24 14:00:00
236,71,960,2024-05-29 17:00:00
236,71,325,2024-06-04 18:00:00
236,71,328,2024-05-28 18:00:00
236,71,595,2024-05-28 13:00:00
236,71,641,2024-06-01 16:00:00
236,71,770,2024-05-31 16:00:00
236,71,301,2024-05-30 17:00:00
237,48,678,2024-06-04 15:00:00
237,48,246,2024-05-25 13:00:00
237,48,581,2024-05-26 15:00:00
237,48,271,2024-05-23 17:00:00
237,48,301,2024-05-26 14:00:00
237,48,897,2024-05-24 16:00:00
237,48,426,2024-05-29 18:00:00
237,48,617,2024-05-25 16:00:00
237,48,296,2024-06-02 14:00:00
237,48,859,2024-05-23 18:00:00
237,48,405,2024-06-03 17:00:00
237,48,246,2024-06-01 13:00:00
237,48,348,2024-05-31 13:00:00
237,48,801,2024-06-04 16:00:00
237,48,514,2024-06-02 17:00:00
237,48,472,2024-05-31 14:00:00
237,48,795,2024-06-01 18:00:00
237,48,258,2024-05-28 14:00:00
237,48,987,2024-06-02 15:00:00
237,48,701,2024-05-30 14:00:00
238,59,798,2024-06-01 16:00:00
238,59,651,2024-05-28 13:00:00
238,59,707,2024-06-04 18:00:00
238,59,369,2024-05-27 18:00:00
238,59,347,2024-06-06 16:00:00
238,59,338,2024-05-28 17:00:00
238,59,911,2024-05-25 14:00:00
238,59,352,2024-05-27 18:00:00
238,59,671,2024-05-24 15:00:00
238,59,730,2024-05-31 16:00:00
238,59,804,2024-05-25 14:00:00
238,59,648,2024-05-25 15:00:00
238,59,890,2024-05-27 18:00:00
238,59,972,2024-05-29 15:00:00
238,59,409,2024-05-29 18:00:00
238,59,723,2024-06-05 17:00:00
238,59,941,2024-06-05 16:00:00
238,59,458,2024-06-04 14:00:00
238,59,260,2024-05-28 18:00:00
238,59,644,2024-06-04 13:00:00
238,59,339,2024-06-02 13:00:00
238,59,740,2024-06-02 14:00:00
238,59,766,2024-05-31 16:00:00
238,59,304,2024-06-02 15:00:00
238,59,701,2024-06-04 14:00:00
238,59,243,2024-06-06 15:00:00
239,34,452,2024-05-30 18:00:00
239,34,969,2024-05-25 18:00:00
239,34,363,2024-05-31 18:00:00
239,34,475,2024-05-24 18:00:00
239,34,404,2024-05-26 13:00:00
239,34,364,2024-06-01 18:00:00
239,34,887,2024-06-01 15:00:00
239,34,386,2024-06-01 13:00:00
239,34,827,2024-05-31 14:00:00
239,34,722,2024-05-19 16:00:00
239,34,736,2024-05-25 15:00:00
239,34,396,2024-05-30 16:00:00
239,34,905,2024-05-23 14:00:00
239,34,853,2024-05-21 17:00:00
239,34,751,2024-05-24 16:00:00
240,45,368,2024-05-19 15:00:00
240,45,591,2024-05-23 15:00:00
240,45,274,2024-05-13 16:00:00
241,58,515,2024-05-21 16:00:00
241,58,690,2024-05-20 17:00:00
241,58,532,2024-05-24 13:00:00
241,58,794,2024-05-24 15:00:00
241,58,627,2024-05-29 13:00:00
241,58,853,2024-05-19 14:00:00
241,58,430,2024-05-21 14:00:00
241,58,922,2024-05-27 17:00:00
241,58,645,2024-05-31 18:00:00
241,58,908,2024-05-19 13:00:00
241,58,273,2024-05-29 17:00:00
241,58,954,2024-05-25 15:00:00
241,58,642,2024-05-18 15:00:00
242,35,893,2024-05-15 13:00:00
242,35,417,2024-05-09 17:00:00
242,35,737,2024-05-09 18:00:00
242,35,379,2024-05-13 13:00:00
242,35,334,2024-05-18 15:00:00
242,35,532,2024-05-08 15:00:00
242,35,680,2024-05-09 16:00:00
242,35,491,2024-05-07 16:00:00
242,35,433,2024-05-12 18:00:00
242,35,288,2024-05-08 14:00:00
242,35,335,2024-05-12 15:00:00
242,35,382,2024-05-19 14:00:00
242,35,980,2024-05-10 15:00:00
242,35,911,2024-05-13 16:00:00
242,35,822,2024-05-18 18:00:00
242,35,636,2024-05-09 14:00:00
242,35,639,2024-05-09 15:00:00
242,35,491,2024-05-13 18:00:00
243,42,324,2024-05-23 16:00:00
243,42,397,2024-05-19 14:00:00
243,42,624,2024-05-16 14:00:00
243,42,649,2024-05-12 13:00:00
243,42,574,2024-05-18 13:00:00
243,42,982,2024-05-15 17:00:00
243,42,512,2024-05-22 13:00:00
243,42,903,2024-05-24 14:00:00
243,42,813,2024-05-12 16:00:00
243,42,706,2024-05-12 14:00:00
243,42,508,2024-05-21 17:00:00
243,42,743,2024-05-14 14:00:00
243,42,936,2024-05-24 15:00:00
243,42,569,2024-05-14 14:00:00
243,42,758,2024-05-12 14:00:00
243,42,514,2024-05-23 18:00:00
243,42,806,2024-05-24 16:00:00
243,42,262,2024-05-15 15:00:00
243,42,310,2024-05-17 14:00:00
243,42,736,2024-05-21 14:00:00
243,42,497,2024-05-18 16:00:00
243,42,870,2024-05-15 17:00:00
244,6,972,2024-05-07 13:00:00
244,6,688,2024-05-11 15:00:00
245,59,932,2024-05-02 17:00:00
245,59,780,2024-04-30 16:00:00
245,59,385,2024-04-23 18:00:00
245,59,776,2024-05-03 15:00:00
245,59,407,2024-04-26 14:00:00
245,59,938,2024-04-28 18:00:00
245,59,787,2024-04-23 14:00:00
246,57,717,2024-04-17 17:00:00
247,55,823,2024-04-26 16:00:00
247,55,416,2024-04-25 18:00:00
247,55,500,2024-04-24 14:00:00
247,55,998,2024-04-22 14:00:00
247,55,733,2024-04-23 18:00:00
247,55,598,2024-04-19 16:00:00
247,55,813,2024-04-22 14:00:00
247,55,368,2024-04-22 17:00:00
247,55,828,2024-04-18 15:00:00
247,55,879,2024-04-14 15:00:00
247,55,667,2024-04-14 17:00:00
247,55,314,2024-04-21 13:00:00
247,55,783,2024-04-16 18:00:00
248,61,336,2024-04-09 17:00:00
248,61,262,2024-04-06 13:00:00
248,61,994,2024-04-08 18:00:00
248,61,788,2024-04-10 14:00:00
248,61,365,2024-04-13 14:00:00
248,61,966,2024-04-19 16:00:00
248,61,619,2024-04-09 13:00:00
250,54,848,2024-04-13 16:00:00
250,54,323,2024-04-13 18:00:00
250,54,647,2024-04-07 17:00:00
250,54,377,2024-04-07 16:00:00
250,54,587,2024-04-13 14:00:00
250,54,408,2024-04-14 16:00:00
250,54,751,2024-04-12 16:00:00
250,54,584,2024-04-15 13:00:00
250,54,440,2024-04-12 15:00:00
250,54,732,2024-04-15 17:00:00
250,54,571,2024-04-12 14:00:00
250,54,514,2024-04-14 16:00:00
250,54,395,2024-04-16 17:00:00
250,54,616,2024-04-08 18:00:00
250,54,384,2024-04-10 18:00:00
250,54,339,2024-04-14 14:00:00
251,45,402,2024-04-18 16:00:00
251,45,826,2024-04-12 18:00:00
251,45,731,2024-04-15 13:00:00
251,45,887,2024-04-14 15:00:00
251,45,516,2024-04-15 16:00:00
252,12,968,2024-04-01 16:00:00
252,12,973,2024-04-04 14:00:00
252,12,395,2024-04-01 17:00:00
252,12,257,2024-03-25 15:00:00
252,12,923,2024-03-25 14:00:00
252,12,254,2024-03-27 14:00:00
252,12,312,2024-03-31 14:00:00
252,12,699,2024-04-04 17:00:00
252,12,696,2024-04-02 13:00:00
252,12,492,2024-03-31 14:00:00
252,12,788,2024-03-28 15:00:00
252,12,470,2024-03-31 17:00:00
253,66,802,2024-04-10 18:00:00
253,66,531,2024-04-03 14:00:00
253,66,913,2024-04-04 16:00:00
253,66,280,2024-04-11 18:00:00
253,66,649,2024-04-09 14:00:00
253,66,437,2024-03-30 15:00:00
253,66,811,2024-04-10 15:00:00
253,66,836,2024-04-12 16:00:00
253,66,263,2024-04-08 13:00:00
253,66,424,2024-04-10 16:00:00
253,66,802,2024-04-05 17:00:00
253,66,774,2024-04-02 13:00:00
253,66,470,2024-04-04 18:00:00
253,66,981,2024-04-08 15:00:00
253,66,299,2024-04-05 18:00:00
253,66,778,2024-04-06 18:00:00
253,66,398,2024-04-05 15:00:00
253,66,805,2024-04-01 17:00:00
253,66,900,2024-04-12 18:00:00
253,66,963,2024-03-31 14:00:00
253,66,943,2024-04-03 17:00:00
253,66,999,2024-04-12 15:00:00
253,66,717,2024-04-04 18:00:00
254,30,750,2024-04-02 13:00:00
254,30,531,2024-03-20 15:00:00
254,30,537,2024-03-24 16:00:00
254,30,603,2024-03-24 16:00:00
254,30,317,2024-04-01 17:00:00
254,30,559,2024-03-21 16:00:00
254,30,293,2024-04-02 15:00:00
254,30,541,2024-04-01 14:00:00
254,30,505,2024-03-27 15:00:00
255,9,968,2024-03-28 14:00:00
255,9,956,2024-04-02 15:00:00
255,9,960,2024-03-30 18:00:00
255,9,837,2024-03-29 17:00:00
255,9,694,2024-03-23 14:00:00
255,9,401,2024-03-24 17:00:00
255,9,407,2024-04-02 13:00:00
255,9,538,2024-03-31 18:00:00
255,9,405,2024-03-22 17:00:00
255,9,828,2024-03-30 17:00:00
256,9,701,2024-04-07 15:00:00
256,9,963,2024-04-07 17:00:00
256,9,364,2024-04-05 14:00:00
256,9,955,2024-04-08 17:00:00
256,9,768,2024-04-11 17:00:00
256,9,658,2024-04-12 13:00:00
256,9,774,2024-03-31 18:00:00
256,9,464,2024-04-02 13:00:00
256,9,410,2024-03-30 15:00:00
256,9,265,2024-04-03 18:00:00
256,9,506,2024-04-11 14:00:00
256,9,509,2024-04-10 17:00:00
256,9,779,2024-04-12 18:00:00
256,9,668,2024-04-11 13:00:00
256,9,823,2024-04-12 18:00:00
256,9,372,2024-04-12 14:00:00
256,9,778,2024-04-11 17:00:00
256,9,454,2024-04-10 18:00:00
256,9,373,2024-04-05 17:00:00
257,30,777,2024-03-20 16:00:00
257,30,602,2024-03-24 15:00:00
257,30,861,2024-03-15 17:00:00
257,30,425,2024-03-24 16:00:00
257,30,952,2024-03-21 15:00:00
257,30,773,2024-03-25 13:00:00
257,30,794,2024-03-14 14:00:00
257,30,709,2024-03-22 15:00:00
257,30,867,2024-03-25 17:00:00
257,30,868,2024-03-25 18:00:00
257,30,844,2024-03-18 15:00:00
257,30,301,2024-03-18 16:00:00
257,30,488,2024-03-15 16:00:00
257,30,503,2024-03-21 17:00:00
257,30,846,2024-03-21 16:00:00
257,30,995,2024-03-19 17:00:00
257,30,668,2024-03-15 18:00:00
257,30,848,2024-03-16 13:00:00
257,30,318,2024-03-17 15:00:00
